external_compound_id,preferred_name,compound_family,strict_inclusion_class,source_ids,smiles_canonical,inchikey,auto_review_decision,auto_review_confidence,auto_mechanism_scope,auto_fks1_specificity,accepted_direct_evidence_rows,high_confidence_direct_rows,medium_high_confidence_direct_rows,fks1_specific_direct_rows,target_unchecked_direct_rows,whole_cell_label_direct_rows,unique_source_reference_count,evidence_summary,recommended_action,manual_override_decision,manual_note
EXT-FKS-0315,CHEMBL2059484,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL2059484,O=c1c(OC2CCCC2)c(N2CCN(S(=O)(=O)Cc3cccc(Cl)c3)CC2)cnn1-c1cccc(Cl)c1,GSUCHIREESPMSX-UHFFFAOYSA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of 1,3-beta-D-glucan synthase in Candida albicans BWP17 membranes'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
EXT-FKS-0316,CHEMBL2059485,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL2059485,O=c1c(OC2CCCC2)c(N2CCN(S(=O)(=O)Cc3cc(Cl)cc(Cl)c3)CC2)cnn1-c1cccc(Cl)c1,MZNCJORQFBVXID-UHFFFAOYSA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of 1,3-beta-D-glucan synthase in Candida albicans BWP17 membranes'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
EXT-FKS-0317,CHEMBL2059486,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL2059486,O=c1c(OC2CCCC2)c(N2CCN(S(=O)(=O)Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)CC2)cnn1-c1cccc(Cl)c1,ZKKMWTDPQBMRPS-UHFFFAOYSA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of 1,3-beta-D-glucan synthase in Candida albicans BWP17 membranes'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
EXT-FKS-0318,CHEMBL2059487,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL2059487,O=c1c(OC2CCCC2)c(N2CCN(S(=O)(=O)Cc3ccncc3)CC2)cnn1-c1cc(F)cc(F)c1,IFUDCJWCTMHFHL-UHFFFAOYSA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of 1,3-beta-D-glucan synthase in Candida albicans BWP17 membranes'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
EXT-FKS-0319,CHEMBL2059488,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL2059488,Nc1ccc(CS(=O)(=O)N2CCN(c3cnn(-c4cc(F)cc(F)c4)c(=O)c3OC3CCCC3)CC2)cc1,UYBBZRCUQGOFCG-UHFFFAOYSA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of 1,3-beta-D-glucan synthase in Candida albicans BWP17 membranes'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
EXT-FKS-0320,CHEMBL2059489,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL2059489,Nc1cccc(CS(=O)(=O)N2CCN(c3cnn(-c4cc(F)cc(F)c4)c(=O)c3OC3CCCC3)CC2)c1,BKILYBVWSDSMCK-UHFFFAOYSA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of 1,3-beta-D-glucan synthase in Candida albicans BWP17 membranes'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
EXT-FKS-0321,CHEMBL2059490,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL2059490,O=c1c(OC2CCCC2)c(N2CCN(S(=O)(=O)Cc3cccc(O)c3)CC2)cnn1-c1cc(F)cc(F)c1,AVDLDCKDSIRPBY-UHFFFAOYSA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of 1,3-beta-D-glucan synthase in Candida albicans BWP17 membranes'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
EXT-FKS-0322,CHEMBL2059491,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL2059491,CC1(COc2c(N3CCN(S(=O)(=O)Cc4ccc(N)cc4)CC3)cnn(-c3cccc(Cl)c3)c2=O)CC1,QDISYJTWDSSATI-UHFFFAOYSA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of 1,3-beta-D-glucan synthase in Candida albicans BWP17 membranes'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
EXT-FKS-0323,CHEMBL2059492,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL2059492,CC1(COc2c(N3CCN(S(=O)(=O)Cc4cccc(N)c4)CC3)cnn(-c3cccc(Cl)c3)c2=O)CC1,HVMKZRCGDKKIFM-UHFFFAOYSA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of 1,3-beta-D-glucan synthase in Candida albicans BWP17 membranes'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
EXT-FKS-0324,CHEMBL2059493,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL2059493,CC1(COc2c(N3CCN(S(=O)(=O)Cc4ccc(N)c(F)c4)CC3)cnn(-c3cc(F)cc(F)c3)c2=O)CC1,FRLIEUWMBZBXOZ-UHFFFAOYSA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of 1,3-beta-D-glucan synthase in Candida albicans BWP17 membranes'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
EXT-FKS-0325,CHEMBL2059494,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL2059494,CC1(COc2c(N3CCN(S(=O)(=O)Cc4ccc(N)c(Cl)c4)CC3)cnn(-c3cc(F)cc(F)c3)c2=O)CC1,XZTQXLZIVTWCHQ-UHFFFAOYSA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of 1,3-beta-D-glucan synthase in Candida albicans BWP17 membranes'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
EXT-FKS-0326,CHEMBL2059495,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL2059495,CC1(COc2c(N3CCN(S(=O)(=O)Cc4ccc(N)c(C(F)(F)F)c4)CC3)cnn(-c3cccc(Cl)c3)c2=O)CC1,OABAXTWOCDQFFE-UHFFFAOYSA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of 1,3-beta-D-glucan synthase in Candida albicans BWP17 membranes'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
EXT-FKS-0327,CHEMBL2059496,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL2059496,COc1cc(CS(=O)(=O)N2CCN(c3cnn(-c4cccc(Cl)c4)c(=O)c3OCC3(C)CC3)CC2)ccc1N,PKPXVFSVQNXMRK-UHFFFAOYSA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of 1,3-beta-D-glucan synthase in Candida albicans BWP17 membranes'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
EXT-FKS-0328,CHEMBL2059497,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL2059497,Cc1cc(CS(=O)(=O)N2CCN(c3cnn(-c4cccc(Cl)c4)c(=O)c3OCC3(C)CC3)CC2)ccc1N,UWABFAUNCKMTPQ-UHFFFAOYSA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of 1,3-beta-D-glucan synthase in Candida albicans BWP17 membranes'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
EXT-FKS-0329,CHEMBL2059637,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL2059637,Cc1cc(CS(=O)(=O)N2CCN(c3cnn(-c4cc(F)cc(F)c4)c(=O)c3OCC3(C)CC3)CC2)ccc1N,INMXZNAPVSNKKM-UHFFFAOYSA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of 1,3-beta-D-glucan synthase in Candida albicans BWP17 membranes'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
EXT-FKS-0330,CHEMBL2059638,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL2059638,CCc1cc(CS(=O)(=O)N2CCN(c3cnn(-c4cccc(Cl)c4)c(=O)c3OCC3(C)CC3)CC2)ccc1N,ALMBUVBONGFNIB-UHFFFAOYSA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of 1,3-beta-D-glucan synthase in Candida albicans BWP17 membranes'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
EXT-FKS-0331,CHEMBL2059639,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL2059639,CC(C)c1cc(CS(=O)(=O)N2CCN(c3cnn(-c4cccc(Cl)c4)c(=O)c3OCC3(C)CC3)CC2)ccc1N,UOFIXAXEIZCXEK-UHFFFAOYSA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of 1,3-beta-D-glucan synthase in Candida albicans BWP17 membranes'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
EXT-FKS-0332,CHEMBL2059640,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL2059640,CC1(COc2c(N3CCN(S(=O)(=O)Cc4ccc(N)c(C(N)=O)c4)CC3)cnn(-c3cccc(Cl)c3)c2=O)CC1,XKFHYJZIHJZVRY-UHFFFAOYSA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of 1,3-beta-D-glucan synthase in Candida albicans BWP17 membranes'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
EXT-FKS-0333,CHEMBL2059641,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL2059641,CNc1ccc(CS(=O)(=O)N2CCN(c3cnn(-c4cccc(Cl)c4)c(=O)c3OCC3(C)CC3)CC2)cc1,RDQCMUFCMHCRDJ-UHFFFAOYSA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of 1,3-beta-D-glucan synthase in Candida albicans BWP17 membranes'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
EXT-FKS-0334,CHEMBL2059642,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL2059642,CN(C)c1ccc(CS(=O)(=O)N2CCN(c3cnn(-c4cccc(Cl)c4)c(=O)c3OCC3(C)CC3)CC2)cc1,PHAFTQNLBTWSCJ-UHFFFAOYSA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of 1,3-beta-D-glucan synthase in Candida albicans BWP17 membranes'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
EXT-FKS-0335,CHEMBL2059643,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL2059643,CC1(COc2c(N3CCN(S(=O)(=O)Cc4ccc(N)nc4)CC3)cnn(-c3cccc(Cl)c3)c2=O)CC1,UWGXHFNDYWMDHO-UHFFFAOYSA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of 1,3-beta-D-glucan synthase in Candida albicans BWP17 membranes'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
EXT-FKS-0336,CHEMBL2059644,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL2059644,CC1(COc2c(N3CCN(S(=O)(=O)Cc4cccnc4N)CC3)cnn(-c3cccc(Cl)c3)c2=O)CC1,AOMZSIFDBDFDOL-UHFFFAOYSA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of 1,3-beta-D-glucan synthase in Candida albicans BWP17 membranes'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
EXT-FKS-0337,CHEMBL2059645,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL2059645,CC1(COc2c(N3CCN(S(=O)(=O)Cc4ccnc(N)c4)CC3)cnn(-c3cccc(Cl)c3)c2=O)CC1,FLMWMIJTURMTQH-UHFFFAOYSA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of 1,3-beta-D-glucan synthase in Candida albicans BWP17 membranes'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
EXT-FKS-0197,CHEMBL217306,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL217306,CCC(C)CC(C)CCCCCCCCC(=O)N[C@H]1C[C@@H](O)[C@@H](O)NC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@H]([C@H](O)CCN(CC#N)CC#N)NC(=O)[C@H]([C@H](O)[C@@H](O)c2ccc(O)cc2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,ZPAHMPZEUHFWRJ-ZELNKJOMSA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Tested for inhibition of Beta-1,3-glucan synthase using a crude membrane of Candida albicans (MY 1208).'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
EXT-FKS-0198,CHEMBL218395,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL218395,CCC(C)CC(C)CCCCCCCCC(=O)N[C@H]1C[C@@H](O)[C@@H](O)NC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@H]([C@H](O)CC#N)NC(=O)[C@H]([C@H](O)[C@@H](O)c2ccc(O)cc2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,HJXMFKZXDFULAW-QVCGFCSKSA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Tested for inhibition of Beta-1,3-glucan synthase using a crude membrane of Candida albicans (MY 1208).'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
EXT-FKS-0338,CHEMBL2369134,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL2369134,CCCCCCCCCCCCC[C@@H]1CC(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@H](C)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](C(C)C)C(=O)N2C[C@H](O)C[C@H]2C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N2CC[C@H](O)[C@H]2C(=O)N[C@@H]([C@H](O)CC(N)=O)C(=O)NCC(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CCCNC(=O)C(N)CCCN)C(=O)O1,QPXQVOQETWTFFY-AXOKTADZSA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of 1,3-beta-D-glucan synthase (GS) from candida albicans'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
EXT-FKS-0339,CHEMBL2370651,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL2370651,CCCCCCCCCCCCC[C@@H]1CC(=O)N[C@@H]([C@H](C)O)C(=O)N[C@H](C)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](C(C)C)C(=O)N2C[C@H](O)C[C@H]2C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N2CC[C@H](O)[C@H]2C(=O)N[C@@H]([C@H](O)CC(N)=O)C(=O)NCC(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CCCNC(C)=O)C(=O)O1,ZIQDAZYBWYCHNY-XADXCOPZSA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of 1,3-beta-D-glucan synthase (GS) from candida albicans'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
EXT-FKS-0340,CHEMBL2370652,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL2370652,CCCCCCCCCCCCC[C@@H]1CC(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@H](C)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](C(C)C)C(=O)N2C[C@H](O)C[C@H]2C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N2CC[C@H](O)[C@H]2C(=O)N[C@@H]([C@H](O)CC(N)=O)C(=O)NCC(=O)N[C@H]([C@@H](C)O)C(=O)N[C@@H](CCCNC(=O)CN)C(=O)O1,KGZJPWGVWUQXPA-HERFKJHGSA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of 1,3-beta-D-glucan synthase (GS) from candida albicans'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
EXT-FKS-0341,CHEMBL2370654,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL2370654,CCCCCCCCCCCCC[C@@H]1CC(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@H](C)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](C(C)C)C(=O)N2C[C@H](O)C[C@H]2C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N2CC[C@H](O)[C@H]2C(=O)N[C@@H]([C@H](O)CC(N)=O)C(=O)NCC(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@H](CCCNC(=O)C(N)CCCN)C(=O)O1,QPXQVOQETWTFFY-UCVRJQKSSA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of 1,3-beta-D-glucan synthase (GS) from candida albicans'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
EXT-FKS-0342,CHEMBL2370655,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL2370655,CCCCCCCCCCCCC[C@@H]1CC(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@H](C)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](C(C)C)C(=O)N2C[C@H](O)C[C@H]2C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N2CC[C@H](O)[C@H]2C(=O)N[C@@H]([C@H](O)CC(N)=O)C(=O)NCC(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CCCNC(=O)OC(C)(C)C)C(=O)O1,GXDADUMEGMCENI-CBOKENLDSA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of 1,3-beta-D-glucan synthase (GS) from candida albicans'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
EXT-FKS-0343,CHEMBL2370656,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL2370656,CCCCCCCCCCCCC[C@@H]1CC(=O)N[C@@H]([C@H](C)O)C(=O)N[C@H](C)C(=O)N[C@@H](Cc2ccc(OCc3ccccc3)cc2)C(=O)N[C@@H](C(C)C)C(=O)N2C[C@H](O)C[C@H]2C(=O)N[C@H]([C@@H](C)O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N2CC[C@H](O)[C@H]2C(=O)N[C@@H]([C@H](O)CC(N)=O)C(=O)NCC(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CCCN)C(=O)O1,UISGDLLBDZHXTR-OQZXQGMUSA-N,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,1,1,0,0,0,0,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of 1,3-beta-D-glucan synthase (GS) from candida albicans'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,
