compound_id,canonical_name,synonyms,compound_class,source_type,parent_scaffold,smiles_raw,smiles_canonical,inchikey,stereochemistry_status,structure_confidence,sugar_identity,galactose_present,spiroketal_status,long_acyl_chain_type,long_acyl_chain_length,long_acyl_double_bonds,long_acyl_geometry,short_acyl_chain_type,modification_site,modification_summary,mw_exact,clogp,tpsa,hbd,hba,rotb,fsp3,formal_charge,reference_id,source_table_or_figure,curation_status,notes
PAPU-0131,Pestiorosin E,compound 5; pestiorosin E (5); Pestalotiopsis rosea YNJ21 metabolite,papulacandin_family_natural_product,natural_product,papulacandin_type,,[H]C1(COC(=O)/C=C/CCCCCCC)OC([H])(OC2([H])C([H])(CO)OC3(OCc4cc(O)cc(O)c43)C([H])(O)C2([H])OC(=O)/C=C/C=C/C[C@@H](O)/C=C/C=C/C)C([H])(O)C([H])(O)C1([H])O,KJGDPPWQICSCSG-GDQPLAGBSA-N,partial,medium,spirocyclic diglycoside core; beta-D-galactose plus papulacandin-type glucose/aromatic spiro core,TRUE,intact; papulacandin B-like spirocyclic diglycoside core,residue D C12 hydroxy tetraenoic acid ester at glucose C-3/O-3,12,4,all E reported/inferred for residue D,residue A shortened unsaturated fatty acid ester at galactose C-6',galactose C-6' acyl chain; glucose C-3 acyl chain; core type,spirocyclic papulacandin-type core with R1=A and R2=D; C-6' side chain shorter than pestiocandin/pestiorosin D,804.3568,2.0930,251.3600,8,16,19,0.5610,0,PAPER-2024-LU;PAPER-2025-WU,Figure 1; Table 2; Table 3. Wu 2025 Figure 2; Table 1; Table 2,curated,"Formula C41H56O16 supported by HR-ESIMS [M+Na]+ m/z 827.3465. Core described as same as pestiorosin D. Wu 2025 re-isolated pestiorosin E as compound 4 from a Pestalotiopsis sp. J025/Nigrospora sp. Wn-2-2 co-culture and reported MIC50 3.8 uM against fluconazole-resistant C. albicans. RDKit canonical SMILES, InChIKey, and descriptors generated from curated SDF on 2026-06-10."
PAPU-0132,Pestiorosin F,compound 6; pestiorosin F (6); Pestalotiopsis rosea YNJ21 metabolite,papulacandin_family_natural_product,natural_product,papulacandin_type,,[H]C1(COC(=O)/C=C/C=C\CCCCC)OC([H])(OC2([H])C([H])(CO)OC3(OCc4cc(O)cc(O)c43)C([H])(O)C2([H])OC(=O)/C=C/C=C/C[C@@H](O)/C=C/C=C/C)C([H])(O)C([H])(O)C1([H])O,RXYDJRLDMSVCCJ-IAOCUBSKSA-N,partial,medium,spirocyclic diglycoside core; beta-D-galactose plus papulacandin-type glucose/aromatic spiro core,TRUE,intact; papulacandin B-like spirocyclic diglycoside core,residue D C12 hydroxy tetraenoic acid ester at glucose C-3/O-3,12,4,all E reported/inferred for residue D,residue C unsaturated fatty acid ester at galactose C-6' with C-4''' Z double bond,galactose C-6' acyl chain; glucose C-3 acyl chain; core type,spirocyclic papulacandin-type core with R1=C and R2=D; C-6' side chain includes a Z double bond,802.3412,1.8690,251.3600,8,16,18,0.5122,0,PAPER-2024-LU,Figure 1; Table 2; Table 3,curated,"Formula C41H54O16 supported by HR-ESIMS [M+Na]+ m/z 825.3303. C-4 triple-prime double bond geometry assigned as Z by coupling/NOESY. RDKit canonical SMILES, InChIKey, and descriptors generated from curated SDF on 2026-06-10."
PAPU-0133,Papulacandin G (Agudelo-Restrepo 2026),Papulacandin G;compound 1;papulacandin G (1);Garciamycella chlamydospora CBS 150388 metabolite,papulacandin_family_natural_product,natural_product,papulacandin_type,,[H]C1(OC2([H])OC([H])(COC(=O)CCCCCCC)C([H])(O)C([H])(O)C2([H])O)C(CO)OC2(OCc3cc(O)cc(O)c32)C(O)C1OC(=O)/C=C/C=C/CC(O)/C(C)=C/C=C/CCC(C)CC,BSFWEWXLMJCCQE-ZQSRFLIJSA-N,partial,medium,"spirocyclic aryl glycoside disaccharide; glucose and galactose residues linked via beta-trans-1,4 linkage by NMR/biosynthetic inference",TRUE,intact; benzannulated spiroketal/spirocyclic diglycoside core,branched hydroxy polyunsaturated fatty acid residue at glucosyl C-3/O-3,18,4,partially assigned from NMR coupling; manual E/Z encoding needed,saturated C8 fatty acid residue at galactosyl C-6'/O-6',glucosyl C-3 acyl chain; galactosyl C-6' acyl chain,new Mer-WF3010-related papulacandin with one polyunsaturated and one saturated fatty-acid residue; lacks the conjugated three-double-bond system in the C-6' short acyl chain,862.4351,3.7333,251.3600,8,16,22,0.6444,0,PAPER-2026-AGUDELORESTREPO,Figure 4; Table 2; Table 4,curated,"Formula C45H66O16 supported by HR-ESIMS [M+H]+ m/z 863.4286 and [M+Na]+ m/z 885.4099. Isolated as 0.53 mg from Garciamycella chlamydospora CBS 150388. Name conflict: Wu 2025 independently names a different compound Papulacandin G (PAPU-0135, C31H40O15); use compound_id/formula/source to disambiguate. RDKit canonical SMILES, InChIKey, and descriptors generated from curated SDF on 2026-06-10."
PAPU-0134,Papulacandin F,compound 1; papulacandin F (1); Pestalotiopsis sp. J025/Nigrospora sp. Wn-2-2 co-culture metabolite,papulacandin_family_natural_product,natural_product,papulacandin_type,,C/C=C/C=C/[C@H](O)C/C=C/C=C/C(=O)O[C@H]1[C@H](O[C@@H]2O[C@H](COC(=O)/C=C/CCCCCC(O)CCC)[C@H](O)[C@H](O)[C@H]2O)[C@@H](CO)O[C@]2(OCc3cc(O)cc(O)c32)[C@@H]1O,AFNPWKBCWFJBRX-HNGAWWKVSA-N,partial,medium,spiroketal phthalane C-glycoside core with beta-galactopyranosyl group at glucose C-4,TRUE,intact; spiroketal phthalane C-arylglycoside core,"7R-provisionally-assigned hydroxy-2,4,8,10-dodecatetraenoic acid ester at glucosyl C-3/O-3",12,4,"2E,4E,8E,10E from large coupling constants",9-hydroxy-2-dodecenoic acid ester at galactosyl C-6'/O-6'; C-9 stereochemistry undetermined,glucosyl C-3 acyl chain; galactosyl C-6' acyl chain,new papulacandin-type spiroketal diglycoside with glucose C-3 hydroxy tetraenoic acyl chain and galactose C-6' hydroxy dodecenoic acyl chain,848.3831,1.8440,271.5900,9,17,21,0.5814,0,PAPER-2025-WU,Figure 2; Figure 3; Figure 4; Table 1; Table 2,curated,"Formula C43H60O17 supported by HR-FAB-MS [M-H]- m/z 847.3756. C-7 double-prime hydroxy assigned provisionally as R by NMR comparison; C-9 triple-prime hydroxy stereochemistry remains undetermined due to limited sample. RDKit canonical SMILES, InChIKey, and descriptors generated from curated SDF on 2026-06-10."
PAPU-0135,Papulacandin G (Wu 2025),Papulacandin G; compound 2; papulacandin G (2); Pestalotiopsis sp. J025/Nigrospora sp. Wn-2-2 co-culture metabolite,papulacandin_family_natural_product,natural_product,papulacandin_type,,C/C=C/C=C/[C@H](O)C/C=C/C=C/C(=O)O[C@H]1[C@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@@H](CO)O[C@]2(OCc3cc(O)cc(O)c32)[C@@H]1O,NICUDHAEDWJUSA-DXHCQABVSA-N,complete,medium,spiroketal phthalane C-glycoside core with beta-galactopyranosyl group at glucose C-4,TRUE,intact; spiroketal phthalane C-arylglycoside core,"7R-provisionally-assigned hydroxy-2,4,8,10-dodecatetraenoic acid ester at glucosyl C-3/O-3",12,4,"2E,4E,8E,10E inferred by analogy with compound 1/Table 1",absent; no fatty acid at galactosyl C-6',glucosyl C-3 acyl chain; galactosyl C-6' acyl chain,new papulacandin-type spiroketal diglycoside lacking the galactose C-6' fatty-acid residue present in papulacandin F,652.2367,-1.3746,245.2900,9,15,11,0.5161,0,PAPER-2025-WU,Figure 2; Figure 3; Figure 4; Table 1; Table 2,curated,"Formula C31H40O15 supported by HR-FAB-MS [M+Na]+ m/z 675.2258. The name Papulacandin G conflicts with a different Agudelo-Restrepo 2026 compound already curated as PAPU-0133; keep IDs and formulas explicit. RDKit canonical SMILES, InChIKey, and descriptors generated from curated SDF on 2026-06-10."
PAPU-0136,"4-formyl-2-methoxyphenyl 2,3-di-O-[3-[(E-4-allyloxycinnamoyl)amino]benzoyl]-beta-D-glucopyranoside 19b",substance 19b; De Souza 2010 thesis substance 19b; Papulacandin D analog 19b; di-cadeia 11 analog,papulacandin_d_related_synthetic_analog,synthetic,Papulacandin D simplified aryl beta-glucoside analog; spiroketal replaced,,[H]C(=O)c1ccc(OC2OC(CO)C(O)C(OC(=O)c3cccc(NC(=O)/C=C/c4cccc(OCC=C)c4)c3)C2OC(=O)c2cccc(NC(=O)/C=C/c3cccc(OCC=C)c3)c2)c(OC)c1,KQBBHZKVZUCEOX-WDAKLKSISA-N,partial,medium,beta-D-glucopyranoside only; galactose absent,FALSE,absent; classical aryl O-glycoside replaces Papulacandin D spiroketal,two C2/O3 3-[(E-4-allyloxycinnamoyl)amino]benzoyl ester side chains,not applicable; aromatic cinnamoylamide side chains,4,two cinnamoyl alkenes E by drawn trans geometry; two terminal allyl alkenes not stereogenic,absent; no galactose-linked short acyl chain,spiroketal replacement; glucose O-2/O-3 ester side chains,di-cadeia 11 Papulacandin D analog; 4-formyl-2-methoxyphenyl aglycone; two aromatic cinnamoylamide benzoyl esters at glucose O-2 and O-3; classical aryl O-glycoside replaces spiroketal,924.3106,6.8492,214.4800,4,14,21,0.1731,0,PAPER-2010-DESOUZA,Figure 8; Figure 16; Table 69,curated,"Formula C52H48N2O14 and exact mass inferred from thesis screenshot structures using compound 11 side-chain acid;. RDKit canonical SMILES, InChIKey, and descriptors generated from curated SDF on 2026-06-10."
PAPU-0137,"3-formylphenyl 2,3-di-O-[3-[(E-4-allyloxycinnamoyl)amino]benzoyl]-beta-D-glucopyranoside 20b",substance 20b; De Souza 2010 thesis substance 20b; Papulacandin D analog 20b; di-cadeia 11 analog,papulacandin_d_related_synthetic_analog,synthetic,Papulacandin D simplified aryl beta-glucoside analog; spiroketal replaced,,[H]C(=O)c1cccc(OC2OC(CO)C(O)C(OC(=O)c3cccc(NC(=O)/C=C/c4cccc(OCC=C)c4)c3)C2OC(=O)c2cccc(NC(=O)/C=C/c3cccc(OCC=C)c3)c2)c1,LIABXEXKIKISMI-DQPVQCHKSA-N,partial,medium,beta-D-glucopyranoside only; galactose absent,FALSE,absent; classical aryl O-glycoside replaces Papulacandin D spiroketal,two C2/O3 3-[(E-4-allyloxycinnamoyl)amino]benzoyl ester side chains,not applicable; aromatic cinnamoylamide side chains,4,two cinnamoyl alkenes E by drawn trans geometry; two terminal allyl alkenes not stereogenic,absent; no galactose-linked short acyl chain,spiroketal replacement; glucose O-2/O-3 ester side chains,di-cadeia 11 Papulacandin D analog; 3-formylphenyl aglycone; two aromatic cinnamoylamide benzoyl esters at glucose O-2 and O-3; classical aryl O-glycoside replaces spiroketal,894.3000,6.8406,205.2500,4,13,20,0.1569,0,PAPER-2010-DESOUZA,Figure 8; Figure 16; Table 69,curated,"Formula C51H46N2O13 and exact mass inferred from thesis screenshot structures using compound 11 side-chain acid;. RDKit canonical SMILES, InChIKey, and descriptors generated from curated SDF on 2026-06-10."
PAPU-0138,"4-formyl-2-methoxyphenyl 3-O-[3-[(E-4-allyloxycinnamoyl)amino]benzoyl]-4,6-O-benzylidene-beta-D-glucopyranoside 8",compound 8; Bretas 2013 thesis compound 8; protected precursor of analog 1; protected C3 cadeia 12 ester,papulacandin_d_related_synthetic_intermediate,synthetic,Papulacandin D simplified aryl beta-glucoside analog; spiroketal replaced,,[H]C(=O)c1ccc(OC2OC3COC(c4ccccc4)OC3C(OC(=O)c3cccc(NC(=O)/C=C/c4ccc(OCC=C)cc4)c3)C2O)c(OC)c1,SCQZEMMOLXPFPC-XDJHFCHBSA-N,partial,medium,beta-D-glucopyranoside only; galactose absent,FALSE,absent; classical aryl O-glycoside replaces Papulacandin D spiroketal,C3-O 3-[(E-4-allyloxycinnamoyl)amino]benzoyl ester side chain,not applicable; aromatic cinnamoylamide side chain,2,cinnamoyl alkene E by drawn trans geometry; terminal allyl alkene not stereogenic,absent; no galactose-linked short acyl chain,"spiroketal replacement; glucose O-3 ester; 4,6-O-benzylidene protecting group","protected precursor of Papulacandin D analog 1; classical aryl O-glycoside; 4-formyl-2-methoxyphenyl aglycone; 3-O aromatic cinnamoylamide benzoyl ester; 4,6-O-benzylidene acetal",707.2367,5.5288,148.0800,2,11,13,0.2250,0,PAPER-2013-BRETAS,Figure 3.1; Figure product 8; Section 5.2,curated,"Formula C40H37NO11 and exact mass inferred from screenshot structure; thesis reports 23% yield and no antifungal activity up to 500 ug/mL. RDKit canonical SMILES, InChIKey, and descriptors generated from curated SDF on 2026-06-10."
PAPU-0139,"4-formyl-2-methoxyphenyl 2-O-[3-[(E-4-allyloxycinnamoyl)amino]benzoyl]-4,6-O-benzylidene-beta-D-glucopyranoside 8.1",compound 8.1; Bretas 2013 thesis compound 8.1; protected C2 ester regioisomer; ester em C-2 8.1,papulacandin_d_related_synthetic_intermediate,synthetic,Papulacandin D simplified aryl beta-glucoside analog; spiroketal replaced,,[H]C(=O)c1ccc(OC2OC3COC(c4ccccc4)OC3C(O)C2OC(=O)c2cccc(NC(=O)/C=C/c3ccc(OCC=C)cc3)c2)c(OC)c1,BXXGLBZGOQZEIP-XDJHFCHBSA-N,partial,medium,beta-D-glucopyranoside only; galactose absent,FALSE,absent; classical aryl O-glycoside replaces Papulacandin D spiroketal,C2-O 3-[(E-4-allyloxycinnamoyl)amino]benzoyl ester side chain,not applicable; aromatic cinnamoylamide side chain,2,cinnamoyl alkene E by drawn trans geometry; terminal allyl alkene not stereogenic,absent; no galactose-linked short acyl chain,"spiroketal replacement; glucose O-2 ester; 4,6-O-benzylidene protecting group","protected C2 regioisomer of compound 8; classical aryl O-glycoside; 4-formyl-2-methoxyphenyl aglycone; 2-O aromatic cinnamoylamide benzoyl ester; 4,6-O-benzylidene acetal",707.2367,5.5288,148.0800,2,11,13,0.2250,0,PAPER-2013-BRETAS,Figure product 8.1; Section 5.2,curated,"Formula C40H37NO11 and exact mass inferred from screenshot structure; thesis reports 17% yield and no antifungal activity up to 500 ug/mL. RDKit canonical SMILES, InChIKey, and descriptors generated from curated SDF on 2026-06-10."
PAPU-0140,"4-formyl-2-methoxyphenyl 2,3-di-O-[3-[(E-4-allyloxycinnamoyl)amino]benzoyl]-4,6-O-benzylidene-beta-D-glucopyranoside 8.2","compound 8.2; Bretas 2013 thesis compound 8.2; protected 2,3-diester side product; di-ester 8.2",papulacandin_d_related_synthetic_intermediate,synthetic,Papulacandin D simplified aryl beta-glucoside analog; spiroketal replaced,,[H]C(=O)c1ccc(OC2OC3COC(c4ccccc4)OC3C(OC(=O)c3cccc(NC(=O)/C=C/c4ccc(OCC=C)cc4)c3)C2OC(=O)c2cccc(NC(=O)/C=C/c3ccc(OCC=C)cc3)c2)c(OC)c1,HIHHWMQWUOHREI-KBWMUOTDSA-N,partial,medium,beta-D-glucopyranoside only; galactose absent,FALSE,absent; classical aryl O-glycoside replaces Papulacandin D spiroketal,two C2/O3 3-[(E-4-allyloxycinnamoyl)amino]benzoyl ester side chains,not applicable; aromatic cinnamoylamide side chains,4,two cinnamoyl alkenes E by drawn trans geometry; two terminal allyl alkenes not stereogenic,absent; no galactose-linked short acyl chain,"spiroketal replacement; glucose O-2/O-3 diester; 4,6-O-benzylidene protecting group","protected 2,3-diester side product; classical aryl O-glycoside; 4-formyl-2-methoxyphenyl aglycone; two aromatic cinnamoylamide benzoyl esters; 4,6-O-benzylidene acetal",1012.3419,9.6102,192.4800,2,14,21,0.1695,0,PAPER-2013-BRETAS,Figure product 8.2; Section 5.2,curated,"Formula C59H52N2O14 and exact mass inferred from screenshot structure; thesis reports 20% yield and no antifungal activity up to 500 ug/mL. RDKit canonical SMILES, InChIKey, and descriptors generated from curated SDF on 2026-06-10."
